,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,mean_num_topics,serendipity_metric,diversity_metric,novelty_metric,timesteps,model,state
110,[15.  0.  0. ...  0.  0.  0.],3.370161268466121,0.5,0.03240871748682437,0.006095188388048225,110.0,0.0,0.9438553081182987,146.84556539269403,110,myopic_prob,run
111,[5. 0. 2. ... 0. 0. 0.],3.3022712801421252,-5.5,0.03254441597758051,0.004942607920088051,111.0,0.0,0.9116531165311654,40.06515603262661,111,myopic_prob,run
112,[24.  0.  0. ...  0.  0.  0.],3.3148633904422127,8.0,0.03255361987068477,0.005295968441377912,112.0,0.0,0.9336514669494521,94.33090870609271,112,myopic_prob,run
113,[14.  0.  0. ...  0.  0.  0.],3.332269840154665,-1.5,0.03255361987068477,0.006952255062101856,113.0,0.0,0.9511370331094615,169.72870299979272,113,myopic_prob,run
114,[21.  0.  0. ...  0.  0.  0.],3.347973718253186,1.0,0.0325607438327301,0.0058972923609855125,114.0,0.0,0.9419229409685401,130.39975756819027,114,myopic_prob,run
115,[0. 0. 0. ... 0. 0. 0.],3.3651568428476337,-2.0,0.0325607438327301,0.005471072231557313,115.0,0.0,0.9362083186049253,109.85908865632676,115,myopic_prob,run
116,[16.  0.  0. ...  0.  0.  0.],3.381516752911774,-1.0,0.0325607438327301,0.005811129705711626,116.0,0.0,0.9409214092140923,127.44816313829617,116,myopic_prob,run
117,[4. 0. 0. ... 0. 0. 0.],3.3933442552709874,0.5,0.03256510542636844,0.005461155583404697,117.0,0.0,0.9340638623777543,101.94880263635731,117,myopic_prob,run
118,[2. 0. 0. ... 0. 0. 0.],3.408877449608376,0.0,0.03256772101149535,0.005775392829124542,118.0,0.0,0.9419347236950631,127.41864784967267,118,myopic_prob,run
119,[3. 0. 0. ... 0. 0. 0.],3.4199938856606873,0.5,0.032569641206278525,0.005345223254823523,119.0,0.0,0.933262636974196,93.42999614234155,119,myopic_prob,run
120,[16.  0.  0. ...  0.  0.  0.],3.438455925378586,2.0,0.0325704331821127,0.006166775872236895,120.0,0.0,0.944361965358784,144.30710090933567,120,myopic_prob,run
121,[14.  0.  0. ...  0.  0.  0.],3.4565270943093176,-0.5,0.032572212493158705,0.006622426609549857,121.0,0.0,0.9478143042299989,159.14739519847822,121,myopic_prob,run
122,[2. 0. 0. ... 0. 0. 0.],3.472506221385652,0.5,0.032578155879405796,0.005779095663379145,122.0,0.0,0.9408153646753858,124.02700891931082,122,myopic_prob,run
123,[3. 0. 0. ... 0. 0. 0.],3.4851839004548752,-5.0,0.03258366787284491,0.00520389757595247,123.0,0.0,0.9302344762578061,84.53154203640936,123,myopic_prob,run
124,[21.  0.  0. ...  0.  0.  0.],3.501676677606023,4.0,0.03259269376447405,0.005753161897350243,124.0,0.0,0.9410628019323671,121.02101149807697,124,myopic_prob,run
125,[21.  0.  0. ...  0.  0.  0.],3.518715311620857,0.0,0.03259555554184165,0.005758284435085251,125.0,0.0,0.938093554848592,120.66739401953004,125,myopic_prob,run
126,[4. 0. 1. ... 0. 0. 0.],3.480629368245903,-5.5,0.03264935396530413,0.0050164501022972935,126.0,0.0,0.9196889360197951,59.37230546100762,126,myopic_prob,run
127,[19.  0.  0. ...  0.  0.  0.],3.4965991829297933,4.5,0.032652774564575736,0.005654996558224003,127.0,0.0,0.9410156710262755,115.4245230773829,127,myopic_prob,run
128,[4. 0. 1. ... 0. 0. 0.],3.4637269420667525,-3.5,0.032687661140945755,0.005015401958814987,128.0,0.0,0.92455520207376,65.41005678563799,128,myopic_prob,run
129,[2. 0. 0. ... 0. 0. 0.],3.478648310971951,5.0,0.032696405209850024,0.005643904302747969,129.0,0.0,0.9394132202191589,118.67739062863971,129,myopic_prob,run
130,[2. 0. 0. ... 0. 0. 0.],3.493745878493579,-1.5,0.032700432115336506,0.005385132976490485,130.0,0.0,0.9357016613644399,103.93697273728073,130,myopic_prob,run
131,[19.  0.  0. ...  0.  0.  0.],3.508675472264049,0.0,0.032700432115336506,0.005942924802935088,131.0,0.0,0.9414045010015318,129.8481180309175,131,myopic_prob,run
132,[2. 0. 0. ... 0. 0. 0.],3.5244795949493195,1.5,0.032705599713106,0.005796021468850909,132.0,0.0,0.9413220219158714,126.16959559062882,132,myopic_prob,run
133,[18.  0.  0. ...  0.  0.  0.],3.5402082536515893,-1.5,0.03270951522683073,0.005680182949014723,133.0,0.0,0.939519264757865,114.82567774239402,133,myopic_prob,run
134,[16.  0.  0. ...  0.  0.  0.],3.556131557871669,2.0,0.03271434232853625,0.006163681344173832,134.0,0.0,0.9438199599387299,146.94408998268918,134,myopic_prob,run
135,[3. 0. 0. ... 0. 0. 0.],3.502332513848288,-7.5,0.032797753527259735,0.004956580200744339,135.0,0.0,0.9184399670083658,51.0202634192086,135,myopic_prob,run
136,[34.  0.  0. ...  0.  0.  0.],3.51162433052446,13.0,0.03280500983078688,0.005409201979405664,136.0,0.0,0.9329209379050313,95.9901737101712,136,myopic_prob,run
137,[8. 0. 0. ... 0. 0. 0.],3.4874265545771155,-10.5,0.03282895444491092,0.005239257863619073,137.0,0.0,0.9304465653352187,80.73011423285101,137,myopic_prob,run
138,[2. 0. 0. ... 0. 0. 0.],3.5012300068481506,4.0,0.03282895444491092,0.00581270491894654,138.0,0.0,0.9413455873689172,131.8060779220035,138,myopic_prob,run
139,[15.  0.  0. ...  0.  0.  0.],3.516011961766548,0.5,0.03282867640676281,0.007713963502834557,139.0,0.0,0.9536585365853659,190.8848995509127,139,myopic_prob,run
140,[17.  0.  0. ...  0.  0.  0.],3.5302623402068773,-1.0,0.03282867640676281,0.006133880530231609,140.0,0.0,0.9422528573111818,136.82086498824546,140,myopic_prob,run
141,[14.  0.  0. ...  0.  0.  0.],3.5451187056734157,0.0,0.032833236305716544,0.006245980819936271,141.0,0.0,0.9457758925415343,148.85548871287736,141,myopic_prob,run
142,[9. 0. 0. ... 0. 0. 0.],3.500787997074954,-5.5,0.032882535714417724,0.0050784729629020755,142.0,0.0,0.9235890184988808,57.88212738939817,142,myopic_prob,run
143,[13.  0.  0. ...  0.  0.  0.],3.5153632496541976,7.0,0.03288673631736253,0.006627380291543948,143.0,0.0,0.9486155296335572,165.46012081604545,143,myopic_prob,run
144,[16.  0.  0. ...  0.  0.  0.],3.529291389127407,-2.0,0.03288673631736253,0.006184532417006805,144.0,0.0,0.9437256981265465,138.40843866130362,144,myopic_prob,run
145,[33.  0.  0. ...  0.  0.  0.],3.540902484307556,7.0,0.032888067686130576,0.005079422462137131,145.0,0.0,0.9224107458465891,75.93063665930799,145,myopic_prob,run
146,[14.  0.  0. ...  0.  0.  0.],3.555614924373656,-5.5,0.032891153516398264,0.006699827528044647,146.0,0.0,0.9484152232826677,162.63920160989232,146,myopic_prob,run
147,[29.  0.  0. ...  0.  0.  0.],3.567702402649538,3.5,0.03289324475450873,0.005484734846645195,147.0,0.0,0.9351478732178626,101.95386735887762,147,myopic_prob,run
148,[15.  0.  0. ...  0.  0.  0.],3.5824256673971977,-4.0,0.03289397304559442,0.006762583450800748,148.0,0.0,0.9490279250618594,167.27711214866642,148,myopic_prob,run
