,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,serendipity_metric,diversity_metric,novelty_metric,timesteps,state,model,lambda
84,[0. 1. 8. ... 0. 0. 0.],1.8437687635079665,0.0,0.04578008554697633,0.053254591724793535,0.00975609756097561,0.9587604571697891,464.59525966359996,84,run,cosine_sim,10
85,[0. 0. 8. ... 0. 0. 0.],1.8868340801646635,-0.5,0.04577772974498424,0.05305151273003273,0.022269353128313893,0.9586897608106516,464.13140870282916,85,run,cosine_sim,10
86,[0. 0. 8. ... 0. 0. 0.],1.9296555557372206,1.0,0.045774121303515505,0.05253736490408914,0.004559915164369035,0.9587840226228349,462.0144933223275,86,run,cosine_sim,10
87,[0. 0. 8. ... 0. 0. 0.],1.9720742637460722,-1.5,0.0457737547667262,0.05199540628064336,0.006998939554612937,0.9587604571697891,460.8998584875751,87,run,cosine_sim,10
88,[0. 0. 8. ... 0. 0. 0.],2.014538270338982,0.5,0.04576801280723271,0.05131128648641841,0.012725344644750796,0.9585012371862849,460.05447369087835,88,run,cosine_sim,10
89,[0. 0. 8. ... 0. 0. 0.],2.056633379135347,0.5,0.045766424596375574,0.05097885390863244,0.01261930010604454,0.9585483680923765,456.8947935924251,89,run,cosine_sim,10
90,[0. 0. 8. ... 0. 0. 0.],2.098758931408953,-1.0,0.04576096903536137,0.050650605117977816,0.018027571580063628,0.9583009308353955,453.9998037303085,90,run,cosine_sim,10
91,[0. 0. 7. ... 0. 0. 0.],2.140577057547677,-1.0,0.045756779133212834,0.05056713923615978,0.03308589607635207,0.958206669023212,452.89902880148685,91,run,cosine_sim,10
92,[0. 0. 8. ... 0. 0. 0.],2.1823965741299656,1.0,0.04574996620904655,0.050379002910658964,0.03128313891834571,0.9583127135619183,450.03918441423525,92,run,cosine_sim,10
93,[0. 0. 8. ... 0. 0. 0.],2.224360545143897,0.5,0.04574758950499983,0.05009065765222831,0.03541887592788971,0.9583127135619182,450.4569040946593,93,run,cosine_sim,10
94,[0. 0. 8. ... 0. 0. 0.],2.265657410259555,0.0,0.04574981347101675,0.0497741659848036,0.0447507953340403,0.9582420172027808,449.47376192434535,94,run,cosine_sim,10
95,[0. 0. 8. ... 0. 0. 0.],2.30680282765229,-1.5,0.045746638397848406,0.04945874094629451,0.050159066808059385,0.9581831035701662,449.0035178788549,95,run,cosine_sim,10
96,[0. 0. 8. ... 0. 0. 0.],2.348532548530101,1.5,0.0457440455596162,0.049189418277663974,0.05344644750795334,0.958194886296689,450.5515667202331,96,run,cosine_sim,10
97,[0. 0. 7. ... 0. 0. 0.],2.390339703804971,0.0,0.04575447217510163,0.04896134324511363,0.05514316012725345,0.9580299281253682,451.32266875427064,97,run,cosine_sim,10
98,[0. 0. 8. ... 0. 0. 0.],2.4313593492646732,-0.5,0.04574950039069472,0.048657310843485096,0.06977730646871685,0.9578767526805705,452.11437819166366,98,run,cosine_sim,10
99,[0. 0. 8. ... 0. 0. 0.],2.4714829484228287,0.0,0.045757151168715704,0.048324726928291914,0.11908801696712619,0.9577589254153412,448.12028200608074,99,run,cosine_sim,10
100,[0. 0. 8. ... 0. 0. 0.],2.5116985420556874,1.5,0.045750679804874184,0.047946354674555436,0.10965005302226935,0.957770708141864,448.4626620240065,100,run,cosine_sim,10
101,[0. 0. 8. ... 0. 0. 0.],2.5519336741836067,-0.5,0.045751160065956066,0.04751638819135376,0.20911983032873807,0.9576528808766349,450.1947346714576,101,run,cosine_sim,10
102,[0. 1. 8. ... 0. 0. 0.],2.5918430429282453,-1.0,0.045746851024021706,0.047200529118154706,0.20752916224814422,0.9578414045010016,448.4306154437795,102,run,cosine_sim,10
103,[0. 0. 8. ... 0. 0. 0.],2.6319941775305726,0.5,0.04574550290070187,0.04697749593952948,0.22279957582184517,0.9577471426888182,450.4054969509404,103,run,cosine_sim,10
104,[0. 0. 8. ... 0. 0. 0.],2.6711657085220883,-1.0,0.045750324629965644,0.04668542339301738,0.21240721102863203,0.9577000117827265,446.95049892804326,104,run,cosine_sim,10
105,[0. 0. 8. ... 0. 0. 0.],2.71006930138441,2.0,0.04575824133709352,0.046231235795812384,0.24262990455991518,0.9576764463296807,448.44642741210845,105,run,cosine_sim,10
106,[0. 0. 8. ... 0. 0. 0.],2.747820526717854,-1.5,0.045763366165141185,0.04592807080040332,0.24655355249204666,0.9573818781666078,448.90962348065943,106,run,cosine_sim,10
107,[0. 0. 8. ... 0. 0. 0.],2.785976917793877,0.0,0.045772100733595736,0.04555553162692854,0.2383881230116649,0.9574407917992224,449.9776817323389,107,run,cosine_sim,10
108,[0. 0. 7. ... 0. 0. 0.],2.8233678659940034,-1.5,0.04576553213110848,0.04532843331058502,0.19798515376458112,0.9572169199952869,449.8439503747066,108,run,cosine_sim,10
109,[0. 1. 7. ... 0. 0. 0.],2.860923477266361,1.0,0.04576152922874548,0.04480548545068532,0.25291622481442205,0.9572404854483327,448.3387342779858,109,run,cosine_sim,10
110,[0. 0. 8. ... 0. 0. 0.],2.8990877848927243,0.0,0.04575777075478389,0.04466499554003474,0.16150583244962885,0.9572169199952869,450.60562733995215,110,run,cosine_sim,10
